Species,Common name,Review ID,Zotero ID,Method,Site ID,Longitude,Latitude,Radius,Site Location,Sampling,#IDs,#routes,#conns,Years,Months start,Months end,Months sampled,Activities,Comments,,,
CACAR,Loggerhead,DBDM9UWR_Foley_etal_2013_Cacar,DBDM9UWR,T,E,-88,26,1,Gulf of Mexico pelagic waters,Argos,5,5,,1998; 1999; 2000; 2001,(UNK),(UNK),,MIG,,,,
CACAR,Loggerhead,DBDM9UWR_Foley_etal_2013_Cacar,DBDM9UWR,T,F,-80.34,27.65,1,SE Florida coast,Argos,13,6,,1998; 1999; 2000; 2001; 2002,APR; AUG; (UNK),MAY; SEP; (UNK),,MIG,,,,
CACAR,Loggerhead,DBDM9UWR_Foley_etal_2013_Cacar,DBDM9UWR,T,G,-79.2,22.4,1,North coast of Cuba migratory route,Argos,8,5,,1998; 1999; 2000; 2001,(UNK),(UNK),,MIG,,,,
CACAR,Loggerhead,DBDM9UWR_Foley_etal_2013_Cacar,DBDM9UWR,T,H,-79,30,1,Florida current,Argos,6,4,,1998; 1999; 2000; 2001,(UNK),(UNK),,MIG,,,,
CACAR,Loggerhead,DBDM9UWR_Foley_etal_2013_Cacar,DBDM9UWR,T,I,-82.39,26.9,1,Florida central western coast,Argos,22,5,,1998; 1999; 2000; 2001; 2002,SEP; (UNK),APR; (UNK),,FEE,,,,
CACAR,Loggerhead,DBDM9UWR_Foley_etal_2013_Cacar,DBDM9UWR,T,J,-86.37,30.12,1,Northwestern Florida coast,Argos,7,2,,1998; 1999; 2000; 2001,(UNK),(UNK),,FEE,,,,
CACAR,Loggerhead,DBDM9UWR_Foley_etal_2013_Cacar,DBDM9UWR,T,K,-93,28,1,Louisiana and Texas coastal waters,Argos,3,2,,1998; 1999; 2000; 2001,(UNK),(UNK),,FEE,,,,
CACAR,Loggerhead,DBDM9UWR_Foley_etal_2013_Cacar,DBDM9UWR,T,L,-88,22.5,1,Yucatan Peninsula,Argos,5,2,,1998; 1999; 2000; 2001,(UNK),(UNK),,FEE,,,,
CACAR,Loggerhead,DBDM9UWR_Foley_etal_2013_Cacar,DBDM9UWR,T,N,-77.16,23.86,1,Bahamas,Argos,3,1,,1998; 1999; 2000; 2001,(UNK),(UNK),,FEE,,,,
CACAR,Loggerhead,DBDM9UWR_Foley_etal_2013_Cacar,DBDM9UWR,T,O,-80.3,27.5,1,FL East Coast near Melbourne,Argos,3,2,,1998; 1999; 2000; 2001,(UNK),(UNK),,FEE,,,,
CACAR,Loggerhead,DTANWKQ7_Varo-Cruz_etal_2016_Cacar,DTANWKQ7,T,A,-15.67,28.39,1,Canary Islands,Argos,25,2,,1999; 2006; 2008; 2009,FEB; MAR; APR; JUN; JUL; AUG; SEP; OCT; NOV,FEB; MAR; APR; JUN; JUL; AUG; SEP; OCT; NOV,,OBS,,,,
CACAR,Loggerhead,DTANWKQ7_Varo-Cruz_etal_2016_Cacar,DTANWKQ7,T,B,-15.67,28.39,10,"Region from 4-45 N, 5-35 W, centered around Canary Islands",Argos,22,1,,1999; 2000; 2006; 2007; 2008; 2009; 2010,FEB; MAR; APR; JUN; AUG; SEP; OCT; NOV,MAR; APR; MAY; JUN; JUL; AUG; SEP; OCT; NOV; DEC,,FEE,,,,
CACAR,Loggerhead,DTANWKQ7_Varo-Cruz_etal_2016_Cacar,DTANWKQ7,T,C,-37,37,10,Trans-Atlantic Ocean,Argos,4,1,,2009; 2010; 2012,FEB; JUL; AUG,MAR; JUL,,MIG,,,,
CACAR,Loggerhead,E8H2P6DS_Swimmer_etal_2014_Cacar,E8H2P6DS,T,A,-118.011292,33.504181,1,"Long Beach, California pelagic longline fishery region",Argos,14,,,2002; 2003; 2004; 2005; 2006,JAN; FEB; NOV; DEC,(UNK),,OBS,,,,
CACAR,Loggerhead,E8H2P6DS_Swimmer_etal_2014_Cacar,E8H2P6DS,T,B,-157.887491,21.210835,1,"Honolulu, Hawaii pelagic longline fishery region",Argos,17,,,2002; 2003; 2004; 2005; 2006,JAN; FEB; MAR; APR; NOV; DEC,(UNK),,OBS,,,,
CACAR,Loggerhead,EGPBJMZI_Sasso_etal_2011_Cacar,EGPBJMZI,T,A,-80.05,26.87,1,"Juno Beach, Florida",POP-UP SATELLITE ARCHIVAL (PSAT),31,,8,2009,MAY,MAY,,NES,,,,
CACAR,Loggerhead,EGPBJMZI_Sasso_etal_2011_Cacar,EGPBJMZI,T,B,-85.6,29.5,1,Florida Panhandle,POP-UP SATELLITE ARCHIVAL (PSAT),2,,1,2009,(UNK),(UNK),,OBS,,,,
CACAR,Loggerhead,EGPBJMZI_Sasso_etal_2011_Cacar,EGPBJMZI,T,C,-82.7,24.6,1,Southwest Florida waters,POP-UP SATELLITE ARCHIVAL (PSAT),3,,1,2009,(UNK),(UNK),,OBS,,,,
CACAR,Loggerhead,EGPBJMZI_Sasso_etal_2011_Cacar,EGPBJMZI,T,D,-82.02,23.19,1,Cuba waters,POP-UP SATELLITE ARCHIVAL (PSAT),2,,1,2009,(UNK),(UNK),,OBS,,,,
CACAR,Loggerhead,EGPBJMZI_Sasso_etal_2011_Cacar,EGPBJMZI,T,E,-77,24.5,1,Bahamas waters,POP-UP SATELLITE ARCHIVAL (PSAT),5,,1,2009,(UNK),(UNK),,OBS,,,,
CACAR,Loggerhead,EGPBJMZI_Sasso_etal_2011_Cacar,EGPBJMZI,T,F,-80.05,26.87,1,"Waters near Juno Beach, Florida",POP-UP SATELLITE ARCHIVAL (PSAT),5,,1,2009,(UNK),(UNK),,OBS,,,,
CACAR,Loggerhead,EGPBJMZI_Sasso_etal_2011_Cacar,EGPBJMZI,T,G,-74.5,37.1,1,Chesapeake Bay entrance,POP-UP SATELLITE ARCHIVAL (PSAT),2,,1,2009,(UNK),(UNK),,OBS,,,,
CACAR,Loggerhead,EGPBJMZI_Sasso_etal_2011_Cacar,EGPBJMZI,T,H,-73.81,38.9,1,New Jersey coastal waters,POP-UP SATELLITE ARCHIVAL (PSAT),2,,1,2009,(UNK),(UNK),,OBS,,,,
CACAR,Loggerhead,EGPBJMZI_Sasso_etal_2011_Cacar,EGPBJMZI,T,I,-80.66,30.18,1,NE Florida coastal waters,POP-UP SATELLITE ARCHIVAL (PSAT),2,,1,2009,(UNK),(UNK),,OBS,,,,
CACAR,Loggerhead,F95TSGBH_Polovina_etal_2006_Cacar,F95TSGBH,T,A,169,38,5,Western-Central North Pacific,SATELLITE TAG (ARGOS),7,1,,2000; 2002,FEB; MAR; APR; SEP; OCT; NOV,FEB; MAR; APR; SEP; OCT; NOV,,OBS,,,,
CACAR,Loggerhead,F95TSGBH_Polovina_etal_2006_Cacar,F95TSGBH,T,B,140.5,35,1,"off the coast of Japan (35, 140.5)",SATELLITE TAG (ARGOS),38,1,,2003; 2004,APR; NOV,APR; NOV,,OBS,,,,
CACAR,Loggerhead,F95TSGBH_Polovina_etal_2006_Cacar,F95TSGBH,T,C,165,35,10,Kuroshio Extension Bifurcation Region (KEBR) (155E to 180) Kuroshio Extension Current (KEC) region,SATELLITE TAG (ARGOS),44,4,,2000; 2001; 2002; 2003; 2004,JAN; FEB; MAR; APR; MAY; JUN; OCT; NOV; DEC; (UNK),JAN; FEB; MAR; APR; MAY; JUN; OCT; NOV; DEC; (UNK),,FEE,,,,
CACAR,Loggerhead,F95TSGBH_Polovina_etal_2006_Cacar,F95TSGBH,T,D,170,35,10,Kuroshio Extension Bifurcation Region (KEBR) Transition Zone Chlorophyll Front (TZCF) region,SATELLITE TAG (ARGOS),44,2,,2000; 2001; 2002; 2003; 2004,JUL; AUG; SEP; (UNK),JUL; AUG; SEP; (UNK),,FEE,,,,
CACAR,Loggerhead,F9D76WU7_Rees_etal_2017_Cacar,F9D76WU7,G,A,21.06,39.02,1,Amvrakikos Gulf,Argos; mitochondrial,14,2,,2008; 2009; 2010; 2011,,,JAN,FEE,,,,
CACAR,Loggerhead,F9D76WU7_Rees_etal_2017_Cacar,F9D76WU7,T,A,21.06,39.02,1,Amvrakikos Gulf,Argos; mitochondrial,14,2,,2002; 2003; 2013,MAY; JUN; AUG,JUN; JUL; (UNK),,FEE,,,,
CACAR,Loggerhead,F9D76WU7_Rees_etal_2017_Cacar,F9D76WU7,T,B,18.12,41.29,1,Adriatic Sea,Argos,2,1,,2013,JUN,MAY,,OBS,,,,
CACAR,Loggerhead,F9D76WU7_Rees_etal_2017_Cacar,F9D76WU7,T,C,35.76,35.39,1,Syrian coast,Argos,2,2,,2003,AUG,(UNK),,OBS,,,,
CACAR,Loggerhead,F9D76WU7_Rees_etal_2017_Cacar,F9D76WU7,T,D,30.31,36.26,1,"Kale and Kumluca nesting areas, Turkey",Argos,2,2,,2003; 2004,OCT,MAY,,WIN,,,,
CACAR,Loggerhead,F9D76WU7_Rees_etal_2017_Cacar,F9D76WU7,T,E,29.11,36.64,1,"near Fethiye Beach,Turkey",Argos,2,1,,2004,(UNK),JUN,,OBS,,,,
CACAR,Loggerhead,F9D76WU7_Rees_etal_2017_Cacar,F9D76WU7,MR,F,21.06,39.02,1,"Amvrakikos Gulf, Greece (39.021667, 21.060000 and 39.026667, 20.953333)",Flipper,15,,6,2002; 2003; 2004; 2005; 2006; 2007; 2008; 2009; 2010; 2011; 2012; 2013; 2014; 2015,(UNK),(UNK),,FEE,,,,
CACAR,Loggerhead,F9D76WU7_Rees_etal_2017_Cacar,F9D76WU7,MR,G,20.87,37.72,1,Zakynthos Island,Flipper,8,,3,,(UNK),(UNK),,NES,,,,
CACAR,Loggerhead,F9D76WU7_Rees_etal_2017_Cacar,F9D76WU7,MR,H,21.66,37.25,1,Kyparissia Bay,Flipper,7,,3,,(UNK),(UNK),,NES,,,,
CACAR,Loggerhead,F9D76WU7_Rees_etal_2017_Cacar,F9D76WU7,MR,I,24.5,35.36,1,"Rethymno, Crete",Flipper,2,,1,,(UNK),(UNK),,NES,,,,
CACAR,Loggerhead,F9D76WU7_Rees_etal_2017_Cacar,F9D76WU7,MR,J,20.76,38.17,1,Kefalonia Island,Flipper,2,,1,,(UNK),(UNK),,NES,,,,
CACAR,Loggerhead,F9D76WU7_Rees_etal_2017_Cacar,F9D76WU7,G,K,20.87,38.37,5,Western Greece,mitochondrial,,,,,,,JAN,OBS,,,,
CACAR,Loggerhead,F9D76WU7_Rees_etal_2017_Cacar,F9D76WU7,G,L,28.96,36.35,5,Mid-Turkey,mitochondrial,,,,,,,JAN,OBS,,,,
CACAR,Loggerhead,F9D76WU7_Rees_etal_2017_Cacar,F9D76WU7,G,M,32.91,35.24,1,Cyprus,mitochondrial,,,,,,,JAN,OBS,,,,
CACAR,Loggerhead,F9D76WU7_Rees_etal_2017_Cacar,F9D76WU7,G,N,24.62,35.41,1,Crete,mitochondrial,,,,,,,JAN,OBS,,,,
CACAR,Loggerhead,FB6UVNF5_WilliamsCarroll_etal_2003_Cacar,FB6UVNF5,T,A,-80.99,31.87,1,"Wassaw Island, Georgia",SATELLITE TELEMETRY (UNKNOWN),4,3,,2001,MAY; JUL,MAY; JUL,,NES,,,,
CACAR,Loggerhead,FB6UVNF5_WilliamsCarroll_etal_2003_Cacar,FB6UVNF5,T,B,-80.94,31.86,1,"coastal Wassaw Island, Georgia",SATELLITE TELEMETRY (UNKNOWN),2,,,2001,MAY,JUL,,NES,,,,
CACAR,Loggerhead,FB6UVNF5_WilliamsCarroll_etal_2003_Cacar,FB6UVNF5,T,C,-75.13,38.99,1,Delaware Bay,SATELLITE TELEMETRY (UNKNOWN),2,1,,2001,AUG,(UNK),,MIG,,,,
CACAR,Loggerhead,FB6UVNF5_WilliamsCarroll_etal_2003_Cacar,FB6UVNF5,T,D,-80,32.6,1,"Kiawah Island, SC",SATELLITE TELEMETRY (UNKNOWN),2,2,,2001,(UNK),(UNK),,NES,,,,
CACAR,Loggerhead,FB6UVNF5_WilliamsCarroll_etal_2003_Cacar,FB6UVNF5,T,E,-77.99,33.85,1,"Bald Head Island, NC",SATELLITE TELEMETRY (UNKNOWN),2,1,,2001,JUL,(UNK),,NES,,,,
CACAR,Loggerhead,FB6UVNF5_WilliamsCarroll_etal_2003_Cacar,FB6UVNF5,T,F,-75.7,37,1,Chesapeake Bay area,SATELLITE TELEMETRY (UNKNOWN),2,2,,2001,AUG,OCT,,MIG,,,,
CACAR,Loggerhead,FB6UVNF5_WilliamsCarroll_etal_2003_Cacar,FB6UVNF5,T,G,-77.99,33.85,1,"Bald Head Island, NC",SATELLITE TELEMETRY (UNKNOWN),2,1,,2001,DEC,(UNK),,MIG,,,,
CACAR,Loggerhead,FNDUMJXA_Shimada_etal_2012_Cacar,FNDUMJXA,T,A,152.59,-24.66,1,"Mon Repos, Australia",GPS,5,,,2009; 2010,(UNK),(UNK),,NES,,,,
CACAR,Loggerhead,FNDUMJXA_Shimada_etal_2012_Cacar,FNDUMJXA,T,B,153.36,-27.35,1,"Moreton Bay, Australia",GPS,5,,,2009; 2010,(UNK),(UNK),,FEE,,,,
CACAR,Loggerhead,FQGA2BQU_Patel_etal_2015_Cacar,FQGA2BQU,T,A,24.59,35.385,1,"Rethymno, Crete, Greece (35.385, 24.590)",Argos,21,4,,2010; 2011,JUL; AUG,JUL; AUG,,NES,,,,
CACAR,Loggerhead,FQGA2BQU_Patel_etal_2015_Cacar,FQGA2BQU,T,B,10.62,33.82,1,Gulf of Gabes,Argos,9,1,,2010; 2011,(UNK),(UNK),,FEE,,,,
CACAR,Loggerhead,FQGA2BQU_Patel_etal_2015_Cacar,FQGA2BQU,T,C,22.92,32.68,1,NE Libya,Argos,2,1,,2011,(UNK),(UNK),,FEE,,,,
CACAR,Loggerhead,FQGA2BQU_Patel_etal_2015_Cacar,FQGA2BQU,T,D,25.5,38.02,5,Aegean Sea,Argos,7,1,,2011,(UNK),(UNK),,FEE,,,,
CACAR,Loggerhead,FQGA2BQU_Patel_etal_2015_Cacar,FQGA2BQU,T,E,24.62,35.41,1,Crete,Argos,5,1,,2010; 2011,(UNK),(UNK),,FEE,,,,
CACAR,Loggerhead,G45CVWWE_Etnoyer_etal_2006_Cacar,G45CVWWE,T,A,-113.1,24.31,1,offshore Magdalena Bay,SATELLITE TAG (ARGOS),6,1,,1999; 2000,JUL; SEP,MAY; SEP; NOV; (UNK),,FEE,,,,
CACAR,Loggerhead,G45CVWWE_Etnoyer_etal_2006_Cacar,G45CVWWE,T,B,-114.6,28.2,1,Vizcaino Bay,SATELLITE TAG (ARGOS),3,1,,1998; 1999,MAR; JUL,(UNK),,FEE,,,,
CACAR,Loggerhead,G45CVWWE_Etnoyer_etal_2006_Cacar,G45CVWWE,T,C,-120,25,5,"~(25, -120)",SATELLITE TAG (ARGOS),3,1,,1998; 2000,(UNK),SEP; OCT,,MIG,,,,
CACAR,Loggerhead,G45CVWWE_Etnoyer_etal_2006_Cacar,G45CVWWE,T,D,-117,20,1,"~(20, -117)",SATELLITE TAG (ARGOS),4,1,,1998; 1999; 2000,(UNK),JUN; OCT; NOV,,MIG,,,,
CACAR,Loggerhead,GNEZBSD5_Hart_etal_2016_Cacar,GNEZBSD5,T,A,-82.92,24.63,1,"Loggerheard Key, DRTO, Florida",Argos,11,1,,2011; 2012,MAY; JUL,MAY; JUL,,NES,,,,
CACAR,Loggerhead,GNEZBSD5_Hart_etal_2016_Cacar,GNEZBSD5,T,B,-82.79,24.67,1,"East Key, DRTO, Florida",Argos,11,1,,2010; 2012,MAY; JUN,MAY; JUN,,NES,,,,
CACAR,Loggerhead,GNEZBSD5_Hart_etal_2016_Cacar,GNEZBSD5,T,C,-82.87,24.62,1,"Dry Tortugas National Park, Florida",Argos,21,2,,2010; 2011; 2012,MAY; JUN; JUL,JUN; JUL; AUG,,OBS,,,,
CACAR,Loggerhead,GPAJSARC_Hochscheid_etal_2013_Cacar,GPAJSARC,T,A,13.92,40.8466667,1,"Gulf of Gaeta, Italy (release location: 40.8466667??, 014.0386111??)",Argos,2,,,2005; 2006,OCT,JUN,,FEE,,,,
CACAR,Loggerhead,H2U4RR6J_Robinson_etal_2016_Cacar,H2U4RR6J,I,A,32.5,-28,1,"iSimangaliso Wetland Park, South Africa (-28, 32.5)",C; flipper; N; PIT,121,,1,2011; 2012; 2013,,,JAN; FEB; OCT; NOV; DEC,NES,,,,
CACAR,Loggerhead,H2U4RR6J_Robinson_etal_2016_Cacar,H2U4RR6J,MR,A,32.5,-28,1,"iSimangaliso Wetland Park, South Africa (-28, 32.5)",C; flipper; N; PIT,121,,1,2011; 2012; 2013,(UNK),(UNK),,NES,,,,
CACAR,Loggerhead,H2U4RR6J_Robinson_etal_2016_Cacar,H2U4RR6J,I,B,35.55,-24.22,5,Mozambique Channel region,C; N,,,1,,,,JAN,FEE,,,,
CACAR,Loggerhead,H436SZQJ_Snape_etal_2016_Cacar,H436SZQJ,T,A,32.933,35.33,1,"Alagadi, North Cyprus (35.333333, 33.483333)",Argos,19,6,,2001; 2002; 2003; 2004; 2005; 2006; 2007; 2008; 2009,JUN; JUL; AUG,JUN; JUL; AUG,,NES,,,,
CACAR,Loggerhead,H436SZQJ_Snape_etal_2016_Cacar,H436SZQJ,T,B,33.916667,35.266667,1,"Iskele, North Cyprus (35.266667, 33.916667)",Argos,6,4,,2012,MAY; JUN,MAY; JUN,,NES,,,,
CACAR,Loggerhead,H436SZQJ_Snape_etal_2016_Cacar,H436SZQJ,T,C,33.752134,35.403618,1,"Tatlisu, North Cyprus (35.403618, 33.752134)",Argos,3,1,,2011,JUN,JUN,,NES,,,,
CACAR,Loggerhead,H436SZQJ_Snape_etal_2016_Cacar,H436SZQJ,T,D,32.933,35.33,1,"Akdeniz, North Cyprus (35.333333, 32.933333)",Argos,3,2,,2011,JUN,JUN,,NES,,,,
CACAR,Loggerhead,H436SZQJ_Snape_etal_2016_Cacar,H436SZQJ,T,E,33.2,34.96,5,Cyprus EEZ,Argos,6,3,,,(UNK),(UNK),,FEE,,,,
CACAR,Loggerhead,H436SZQJ_Snape_etal_2016_Cacar,H436SZQJ,T,F,35.5,35.23,1,Syria EEZ,Argos,5,2,,,(UNK),(UNK),,FEE,,,,
CACAR,Loggerhead,H436SZQJ_Snape_etal_2016_Cacar,H436SZQJ,T,G,35.29,34.03,1,Lebanon EEZ,Argos,2,1,,,(UNK),(UNK),,FEE,,,,
CACAR,Loggerhead,H436SZQJ_Snape_etal_2016_Cacar,H436SZQJ,T,H,31.51,31.6,1,Egypt EEZ,Argos,6,3,,,(UNK),(UNK),,FEE,,,,
CACAR,Loggerhead,H436SZQJ_Snape_etal_2016_Cacar,H436SZQJ,T,I,13.16,32.9,1,Libya EEZ,Argos,6,2,,,(UNK),(UNK),,FEE,,,,
CACAR,Loggerhead,H436SZQJ_Snape_etal_2016_Cacar,H436SZQJ,T,J,10.58,33.94,1,Tunisia EEZ,Argos,5,2,,,(UNK),(UNK),,FEE,,,,
CACAR,Loggerhead,HCZ4DPJ5_Tucker_etal_1995_Cacar,HCZ4DPJ5,T,A,152.49,-24.82,1,"beaches of Woongarra Marine Park, Queensland, Australia",RADIO TAG,34,,,1991,DEC,DEC,,NES,,,,
CACAR,Loggerhead,HCZ4DPJ5_Tucker_etal_1995_Cacar,HCZ4DPJ5,T,B,152.45,-24.73,1,"internesting area around Woongarra Marine Park, Queensland, Australia",RADIO TAG,34,,,1991; 1992,DEC,JAN,,BRE,,,,
CACAR,Loggerhead,HMUU5NKA_Braun-McNeill_etal_2010_Cacar,HMUU5NKA,MR,A,-76.05,35.16,1,"Core and Pamlico Sounds, North Carolina",FLIPPER TAG; SATELLITE TAG (ARGOS),21,10,1,2007; 2008,MAY; JUN; JUL; AUG; OCT; NOV,MAY; JUN; JUL; AUG; SEP; OCT; NOV; DEC,,FEE,,,,
CACAR,Loggerhead,HMUU5NKA_Braun-McNeill_etal_2010_Cacar,HMUU5NKA,T,A,-76.05,35.16,1,"Core and Pamlico Sounds, North Carolina",FLIPPER TAG; SATELLITE TAG (ARGOS),21,10,1,2007; 2008,MAY; JUN; JUL; AUG; OCT; NOV,MAY; JUN; JUL; AUG; SEP; OCT; NOV; DEC,,FEE,,,,
CACAR,Loggerhead,HMUU5NKA_Braun-McNeill_etal_2010_Cacar,HMUU5NKA,T,B,-79.56,32.8,1,South Carolina coastal waters,SATELLITE TAG (ARGOS),2,1,,2007; 2008,DEC,APR,,OBS,,,,
CACAR,Loggerhead,HMUU5NKA_Braun-McNeill_etal_2010_Cacar,HMUU5NKA,T,C,-76.540074,34.57198,1,Waters near Cape Lookout,SATELLITE TAG (ARGOS),3,2,,2007; 2008,OCT; NOV; DEC,MAR; APR; OCT,,OBS,,,,
CACAR,Loggerhead,HMUU5NKA_Braun-McNeill_etal_2010_Cacar,HMUU5NKA,T,D,-80.802876,31.687115,1,Waters between Georgia and South Carolina,SATELLITE TAG (ARGOS),1,1,,2007; 2008,OCT,APR,,OBS,,,,
CACAR,Loggerhead,HMUU5NKA_Braun-McNeill_etal_2010_Cacar,HMUU5NKA,T,E,-76.765049,34.388777,1,Offshore Bogue Banks and Cape Lookout,SATELLITE TAG (ARGOS),1,1,,2007; 2008,NOV,APR,,OBS,,,,
CACAR,Loggerhead,HMUU5NKA_Braun-McNeill_etal_2010_Cacar,HMUU5NKA,T,F,-76.212695,34.459382,1,Offshore Core Banks and Cape Lookout,SATELLITE TAG (ARGOS),3,2,1,2007; 2008,OCT; NOV,JAN; APR; OCT,,OBS,,,,
CACAR,Loggerhead,HMUU5NKA_Braun-McNeill_etal_2010_Cacar,HMUU5NKA,T,G,-76.126267,37.361545,1,Chesapeake Bay and James River,SATELLITE TAG (ARGOS),1,1,,2008,MAY,JUL,,OBS,,,,
CACAR,Loggerhead,HMUU5NKA_Braun-McNeill_etal_2010_Cacar,HMUU5NKA,T,H,-76.80853,34.661718,1,Nearshore Bogue Banks,SATELLITE TAG (ARGOS),1,1,,2008,MAY,AUG,,OBS,,,,
CACAR,Loggerhead,HMUU5NKA_Braun-McNeill_etal_2010_Cacar,HMUU5NKA,T,I,-76.86919,34.705466,1,Bogue Sound,SATELLITE TAG (ARGOS),1,2,,2008,JUN,OCT,,OBS,,,,
CACAR,Loggerhead,HMUU5NKA_Braun-McNeill_etal_2010_Cacar,HMUU5NKA,T,J,-80.917003,30.534557,1,Waters between Georgia and Florida,SATELLITE TAG (ARGOS),1,1,,2008,JUL,OCT,,OBS,,,,
CACAR,Loggerhead,HMUU5NKA_Braun-McNeill_etal_2010_Cacar,HMUU5NKA,T,K,-73.806936,40.426849,1,Waters between New Jersey and New York,SATELLITE TAG (ARGOS),1,2,,2008,JUL,SEP,,OBS,,,,
CACAR,Loggerhead,HQVKWM83_Hart_etal_2014_Cacar,HQVKWM83,MR,A,-87.79,30.22,1,"Gulf Shores, Alabama",Argos; Flipper; PIT,38,4,,2011; 2012; 2013,JUN; JUL,JUN; JUL,,NES,,,,
CACAR,Loggerhead,HQVKWM83_Hart_etal_2014_Cacar,HQVKWM83,T,A,-87.79,30.22,1,"Gulf Shores, Alabama",Argos; Flipper; PIT,38,4,,2011; 2012; 2013,JUN; JUL,JUN; JUL,,NES,,,,
CACAR,Loggerhead,HQVKWM83_Hart_etal_2014_Cacar,HQVKWM83,MR,B,-85.38,29.69,1,"St. Joseph Peninsula, Florida",Argos; Flipper; PIT,21,3,,2010; 2012; 2013,JUN; JUL; AUG,JUN; JUL; AUG,,NES,,,,
CACAR,Loggerhead,HQVKWM83_Hart_etal_2014_Cacar,HQVKWM83,T,B,-85.38,29.69,1,"St. Joseph Peninsula, Florida",Argos; Flipper; PIT,21,3,,2010; 2012; 2013,JUN; JUL; AUG,JUN; JUL; AUG,,NES,,,,
CACAR,Loggerhead,HQVKWM83_Hart_etal_2014_Cacar,HQVKWM83,MR,C,-86.53,30.42,1,"Eglin Air Force Base, Florida",Argos; Flipper; PIT,3,1,,2012,JUL,JUL,,NES,,,,
CACAR,Loggerhead,HQVKWM83_Hart_etal_2014_Cacar,HQVKWM83,T,C,-86.53,30.42,1,"Eglin Air Force Base, Florida",Argos; Flipper; PIT,3,1,,2012,JUL,JUL,,NES,,,,
CACAR,Loggerhead,HQVKWM83_Hart_etal_2014_Cacar,HQVKWM83,T,D,-89.93,29.15,10,"Coastal waters of AL, MS, LA, TX",Argos,2,2,,2013,JUN,JUL,,MIG,,,,
CACAR,Loggerhead,HQVKWM83_Hart_etal_2014_Cacar,HQVKWM83,T,E,-94.47,29.5,1,Western Gulf of Mexico,Argos,2,1,,2013,JUL,OCT,,FEE,,,,
CACAR,Loggerhead,HQVKWM83_Hart_etal_2014_Cacar,HQVKWM83,T,F,-85.49,29.38,10,"Coastal waters of FL, AL, MS, LA",Argos,15,3,,2011; 2012; 2013,JUN; JUL; AUG,JUN; JUL; AUG,,MIG,,,,
CACAR,Loggerhead,HQVKWM83_Hart_etal_2014_Cacar,HQVKWM83,T,G,-85.49,29.38,10,Northern Gulf of Mexico,Argos,15,1,,2011; 2012; 2013,JUN; JUL; AUG; SEP,MAR; JUN; JUL; AUG; SEP; OCT; NOV,,FEE,,,,
CACAR,Loggerhead,HQVKWM83_Hart_etal_2014_Cacar,HQVKWM83,T,H,-86.65,30.08,5,Coastal waters of AL and FL,Argos,22,4,,2010; 2011; 2012; 2013,JUN; JUL; AUG,JUL; AUG; SEP,,MIG,,,,
CACAR,Loggerhead,HQVKWM83_Hart_etal_2014_Cacar,HQVKWM83,T,I,-83.12,27.4,10,Western Florida,Argos,17,1,,2010; 2011; 2012; 2013,JUL; AUG; SEP,JAN; FEB; MAR; APR; JUL; SEP; OCT; NOV,,FEE,,,,
CACAR,Loggerhead,HQVKWM83_Hart_etal_2014_Cacar,HQVKWM83,T,J,-80.22,25.2,10,Subtropical Northwest Atlantic,Argos,6,1,,2011; 2012; 2013,AUG; SEP,FEB; AUG; OCT; NOV; DEC,,FEE,,,,
CACAR,Loggerhead,HQVKWM83_Hart_etal_2014_Cacar,HQVKWM83,T,K,-89.27,26.16,10,Central Gulf of Mexico,Argos,9,4,,2010; 2012; 2013,JUL; AUG; (UNK),AUG; SEP; (UNK),,MIG,,,,
CACAR,Loggerhead,HQVKWM83_Hart_etal_2014_Cacar,HQVKWM83,T,L,-87.86,22.3,5,Southern Gulf of Mexico,Argos,9,1,,2010; 2011; 2012; 2013,AUG; SEP,JAN; MAY; SEP; OCT,,FEE,,,,
CACAR,Loggerhead,IBXPMZUX_Papi_etal_1997_Cacar,IBXPMZUX,T,A,33,-27,1,"Boteler Point, Natal, South Africa",SATELLITE TAG (ARGOS),7,5,,1996,JAN,JAN,,NES,,,,
CACAR,Loggerhead,IBXPMZUX_Papi_etal_1997_Cacar,IBXPMZUX,T,B,33,-27,1,on beach 38km from Boteler Point,SATELLITE TAG (ARGOS),2,1,,1996,JAN,JAN,,OBS,,,,
CACAR,Loggerhead,IBXPMZUX_Papi_etal_1997_Cacar,IBXPMZUX,T,C,33,-27,1,on beach 65km from Boteler Point,SATELLITE TAG (ARGOS),2,,,1996,JAN,JAN,,OBS,,,,
CACAR,Loggerhead,IBXPMZUX_Papi_etal_1997_Cacar,IBXPMZUX,T,D,33.5816,-27.5631,1,37km offshore of Sodwana Bay,SATELLITE TAG (ARGOS),3,2,,1996,JAN,JAN,,OBS,,,,
CACAR,Loggerhead,IBXPMZUX_Papi_etal_1997_Cacar,IBXPMZUX,T,E,32.679,-27.5566,1,Sodwana Bay,SATELLITE TAG (ARGOS),2,1,,1996,JAN,JAN,,NES,,,,
CACAR,Loggerhead,IBXPMZUX_Papi_etal_1997_Cacar,IBXPMZUX,T,F,35,-21,1,"resting area around Bazaruto Island ~(-21, 35)",SATELLITE TAG (ARGOS),2,2,,1996,FEB,FEB,,STO,,,,
